id_str,text,created_at,"('user', 'id_str')",cleaned_text,sentiments
737549510163865601,"@HRMConsult Yep, just trot along to the Qantas lounge and its my round lol",Tue May 31 07:41:20 +0000 2016,1206801008,hrmconsult yep trot along qanta loung round lol,0
737549515402547200,Congratulations To Bolivarian Socialism: Now Even Lufthansa Won't Fly To Venezuela https://t.co/aZuUjC4N8h #Forbes #solocapital,Tue May 31 07:41:22 +0000 2016,4520427133,congratul to bolivarian social now even lufthansa wo n't fli to venezuela forb solocapit,-1
737549523862441984,RT @SunNewsdesk: EasyJet to turn away fliers who arrive with less than half an hour until their flight https://t.co/5Zalqa3oNh https://t.co…,Tue May 31 07:41:24 +0000 2016,381103587,rt sunnewsdesk easyjet turn away flier arriv less half hour flight,-1
737549528413310976,Congratulations To Bolivarian Socialism: Now Even Lufthansa Won't Fly To Venezuela https://t.co/o1XuOMRHVX #ROIMentor #yycwalks,Tue May 31 07:41:25 +0000 2016,409025449,congratul to bolivarian social now even lufthansa wo n't fli to venezuela roimentor yycwalk,-1
737549555470766085,RT @cfdtaf: [Lire] #Airfrance https://t.co/kBazsp7tK5,Tue May 31 07:41:31 +0000 2016,2976165682,rt cfdtaf lire airfranc,0
737549564572377088,@easyJet Someone shut the door! Blowing a gale here at Stansted ☔️💨 https://t.co/4S5595PC0K,Tue May 31 07:41:33 +0000 2016,280565994,easyjet someon shut door blow gale stanst ☔️💨,-1
737549577503412228,AIRLINE NEWS: AIRFRANCE / Aerolineas Argentinas Extends Codeshare Coverage from July 2016: AIRFRANCE starting...  https://t.co/1N3PNhn8bL,Tue May 31 07:41:36 +0000 2016,1554171294,airlin news airfranc aerolinea argentina extend codeshar coverag juli 2016 airfranc start ...,-1
737549579529248768,AIRLINE NEWS: AIRFRANCE / WestJet Expands Codeshare Routes in S16: AIRFRANCE during summer season is expandin...  https://t.co/1N3PNhn8bL,Tue May 31 07:41:37 +0000 2016,1554171294,airlin news airfranc westjet expand codeshar rout s16 airfranc summer season expandin ...,0
737549699545059328,RT @nelsonbocaranda: Vocero de @lufthansa en @questCNN:Hemos descontado como perdida €130 Millones en últimos 2 años.No hay condiciones.Si…,Tue May 31 07:42:06 +0000 2016,66593675,rt nelsonbocaranda vocero de lufthansa en questcnn hemo descontado como perdida €130 millon en último años.no hay condiciones.si…,-1
737549700950167552,Telegraaf | Leegloop subtop KLM zet voort https://t.co/l1qUswPMO8,Tue May 31 07:42:06 +0000 2016,1304420018,telegraaf leegloop subtop klm zet voort,0
737549706142703616,RFI: Venezuela - Lufthansa se suma a las aerolíneas que abandonan Venezuela https://t.co/F3eyMgul27,Tue May 31 07:42:07 +0000 2016,83036603,rfi venezuela lufthansa se suma las aerolínea que abandonan venezuela,0
737549706524397569,@BorreAursnes er noe annet og ha base enn kun flygninger til en flyplass. Ryanair skal fortsatt fly til torp feks @utensperre @PerThorvald,Tue May 31 07:42:07 +0000 2016,16032272,borreaursn er noe annet og ha base enn kun flygning til en flyplass ryanair skal fortsatt fli til torp fek utensperr perthorvald,0
737549733695098881,@British_Airways I fly LHR-MAN every week and every week at least one leg is delayed. Getting really bored of airports.,Tue May 31 07:42:14 +0000 2016,20725541,british_airway fli lhr-man everi week everi week least one leg delay get realli bore airport,-1
737549738514354177,"Air France-KLM: Πολάει το 49,99% της μονάδας catering https://t.co/zvNE5B24vx",Tue May 31 07:42:15 +0000 2016,2173545396,"air france-klm πολάει το 49,99 της μονάδας cater",-1
737549751738998784,"And after my last two @Qantas flights, I'd question whether I should fly with you at all.",Tue May 31 07:42:18 +0000 2016,1913390166,and last two qanta flight 'd question whether fli,0
737549755752947712,EtihadAirways: gurudelasmillas This looks so inviting :) Where are you heading to today? *Kim,Tue May 31 07:42:19 +0000 2016,3031204060,etihadairway gurudelasmilla this look invit where head today *kim,-1
737549758152073216,EtihadAirways: andysheridan Please do keep us posted :) *Kim,Tue May 31 07:42:20 +0000 2016,3031204060,etihadairway andysheridan pleas keep us post *kim,-1
737549759926259713,"EtihadAirways: gurudelasmillas Everything looks fantastic, we do hope you're enjoying your #Reimagined experience :) *Kim",Tue May 31 07:42:20 +0000 2016,3031204060,etihadairway gurudelasmilla everyth look fantast hope re enjoy reimagin experi *kim,1
737549761754980353,EtihadAirways: rpanadero We love Madrid! Thank you for your continued loyalty and support :) *Kim,Tue May 31 07:42:20 +0000 2016,3031204060,etihadairway rpanadero we love madrid thank continu loyalti support *kim,1
737549763730509824,"EtihadAirways: gurudelasmillas Thank you, we have sent you a DM :) *Kim",Tue May 31 07:42:21 +0000 2016,3031204060,etihadairway gurudelasmilla thank sent dm *kim,0
737549780918751233,"@SymCity66 Hi, I'm sorry to hear that. Please see this link for your rights: https://t.co/ZRVog7uumP BR Klaudia",Tue May 31 07:42:25 +0000 2016,38676903,symcity66 hi 'm sorri hear pleas see link right br klaudia,0
737549780394508288,"Another reason to extract more money from #easyjet passengers, take out insurance or face stumping up £80! https://t.co/1XEtFD8oRP",Tue May 31 07:42:25 +0000 2016,141148610,anoth reason extract money easyjet passeng take insur face stump £80,-1
737549796211228673,Thankfully commuting to #WashingtonDC today. No @SouthernRailUK or @TLRailUK at all this week. #relief #virginatlantic #dulles,Tue May 31 07:42:29 +0000 2016,2848722149,thank commut washingtondc today no southernrailuk tlrailuk week relief virginatlant dull,1
737549805757435908,Looking forward to hearing more about this at #futurescope today! https://t.co/mbiypAF1vu,Tue May 31 07:42:31 +0000 2016,246757770,look forward hear futurescop today,1
737549809830088704,Another late departing @AmericanAir flight. What a disorganized mess sorting standby and getting boarding started. No excuses for this.,Tue May 31 07:42:32 +0000 2016,1273485595,anoth late depart americanair flight what disorgan mess sort standbi get board start no excus,-1
737549813042946049,@KLM heel erg bedankt voor jullie fantastische service!,Tue May 31 07:42:33 +0000 2016,599574773,klm heel erg bedankt voor julli fantastisch servic,0
737549837126664192,@Ryanair Have tried from 2 different devices and no luck :(,Tue May 31 07:42:38 +0000 2016,717651350138580992,ryanair have tri differ devic luck,-1
737549849327861760,Good Morning from the clouds! ✈️☁️☀️ @etihadairways #elgurudelasmillas #etihadairways #fir… https://t.co/tR6yqEkEpK https://t.co/h7JXpwO4Fs,Tue May 31 07:42:41 +0000 2016,1942217756,good morn cloud ✈️☁️☀️ etihadairway elgurudelasmilla etihadairway fir…,1
737549850573578241,RT @travelweekly: EasyJet imposes '30 minutes' rule at Gatwick to improve punctuality: EasyJet passengers are being warned that they… https…,Tue May 31 07:42:42 +0000 2016,533244274,rt travelweek easyjet impos 30 minut rule gatwick improv punctual easyjet passeng warn they… https…,-1
737549852729446400,A decade of Joint Venture; working together closely for 10 years!  #chinasouthern #klm https://t.co/DhUuuQGZ7B,Tue May 31 07:42:42 +0000 2016,349040752,decad joint ventur work togeth close 10 year chinasouthern klm,-1
737549853908029440,@SingaporeAir thanks for your response. I tried to resend the email to SQ_Social@singaporeair.com.sg,Tue May 31 07:42:42 +0000 2016,170153638,singaporeair thank respons tri resend email sq_social singaporeair.com.sg,0
737549868634247168,@TheDobba @British_Airways What did you get? I notice they don't give out the refreshing towels anymore. :(,Tue May 31 07:42:46 +0000 2016,865430124,thedobba british_airway what get notic n't give refresh towel anymor,0
737549874174926850,RT @tv24kz: Во Франкфурте-на-Майне из-за проблем с двигателем экстренно сел самолет Lufthansa https://t.co/ONgyEhmyYo https://t.co/nCe4xFIY…,Tue May 31 07:42:47 +0000 2016,2472052238,rt tv24kz во франкфурте-на-майне из-за проблем двигателем экстренно сел самолет lufthansa,0
737549920773668864,"@British_Airways having said that, Ken Mason at MAN is a star, a legend. Give that man a raise.",Tue May 31 07:42:58 +0000 2016,20725541,british_airway said ken mason man star legend give man rais,0
737549954911080450,"Las aerolíneas aislan a Venezuela
https://t.co/Jkx3qVYaoA",Tue May 31 07:43:06 +0000 2016,308555141,las aerolínea aislan venezuela,0
737549972090978304,My first time booking with @easyJet 45 min delays on the way out and 3 hours delay returning 😪,Tue May 31 07:43:11 +0000 2016,127926665,my first time book easyjet 45 min delay way hour delay return,-1
737550022200328192,@easyJet Someone shut the door. It's blowing a gale here at Stansted! EZY231 💨☔️ https://t.co/85FNBXrL8M,Tue May 31 07:43:22 +0000 2016,280565994,easyjet someon shut door it 's blow gale stanst ezy231 💨☔️,-1
737550039497613315,@VirginAtlantic are you kidding me???,Tue May 31 07:43:27 +0000 2016,20196031,virginatlant kid,0
737550059428970500,"RT @LaTribunePACA: Selon François #Bacchetta DG France ""@easyJet a encore du potentiel"" à #Nice et dans l'Hexagone https://t.co/8qbmXXpb5L…",Tue May 31 07:43:31 +0000 2016,525289131,rt latribunepaca selon françoi bacchetta dg franc `` easyjet encor du potentiel '' nice et dan l'hexagon,0
737550070992637953,@VirginAtlantic LOL!,Tue May 31 07:43:34 +0000 2016,41129426,virginatlant lol,0
737550073928683522,Congratulations To Bolivarian Socialism: Now Even Lufthansa Won't Fly To Venezuela https://t.co/e52RmzESgc https://t.co/i8uQ8aG54a,Tue May 31 07:43:35 +0000 2016,22651134,congratul to bolivarian social now even lufthansa wo n't fli to venezuela,-1
737550086264102913,RT @ItaliAfrica: How #entrepreneurship is done in #Africa today https://t.co/sMMRtiMgqr @TaniaHabimana @KLM #ClubAfrica,Tue May 31 07:43:38 +0000 2016,94526475,rt italiafrica how entrepreneurship done africa today taniahabimana klm clubafrica,0
737550107898351616,@Ryanair trying to contact ye through fb &amp; twitter on hold to your Dublin no more than 10mins. Poor customer svc experience  #ryanair,Tue May 31 07:43:43 +0000 2016,21400761,ryanair tri contact ye fb amp twitter hold dublin 10min poor custom svc experi ryanair,-1
737550114852474880,"@easyJet gets even better. Not only is my nan £800 down but now my mum and dad are £3,000 down. Your just a thieving company.",Tue May 31 07:43:45 +0000 2016,3362420782,"easyjet get even better not nan £800 mum dad £3,000 your thiev compani",-1
737550123379482624,RT @SingaporeAir: Happy 70th Birthday @HeathrowAirport! #SingaporeAir is proud to be flying there for 45 years since 1971. #LHR70,Tue May 31 07:43:47 +0000 2016,1089797899,rt singaporeair happi 70th birthday heathrowairport singaporeair proud fli 45 year sinc 1971 lhr70,1
737550125363400705,RT @DomGibraltar: EasyJet to slam gate on people who cut it fine via @thetimes https://t.co/v6jIUs2BRW,Tue May 31 07:43:47 +0000 2016,3050310257,rt domgibraltar easyjet slam gate peopl cut fine via thetim,-1
737550127418638339,RT @Vrijehandel: Bierbrouwer #Heineken is de meest gewilde werkgever onder studenten. Het beursgenoteerde familiebedrijf stoot KLM van de e…,Tue May 31 07:43:48 +0000 2016,317950768,rt vrijehandel bierbrouw heineken de meest gewild werkgev onder studenten het beursgenoteerd familiebedrijf stoot klm van de e…,-1
737550143751217156,RT @RJosmel: Revelan que deuda que mantiene el gobierno con Lufthansa asciende a 100 millones de dólares … https://t.co/p9PmZclt6j,Tue May 31 07:43:51 +0000 2016,1476219392,rt rjosmel revelan que deuda que mantien el gobierno con lufthansa asciend 100 millon de dólare,-1
737550164538232834,@KLM would be really awesome with my beach towel from my lost luggage https://t.co/PgRFzDYITv ;),Tue May 31 07:43:56 +0000 2016,120548937,klm would realli awesom beach towel lost luggag,-1
737550192832962561,"Ich mag solche ausgefeilten Texte ja. Die im Nirgendwo enden.
Habe ich meine Niere verkauft? @easyJet https://t.co/7IwlNoF9t5",Tue May 31 07:44:03 +0000 2016,727911950,ich mag solch ausgefeilten text ja die im nirgendwo enden habe ich mein nier verkauft easyjet,-1
737550202869972995,"RT @NickFerrariLBC: EasyJet wants to charge £80 if we're late. Ok, so long as we can charge them the same when they're 30 minutes late taki…",Tue May 31 07:44:06 +0000 2016,2831455911,rt nickferrarilbc easyjet want charg £80 re late ok long charg re 30 minut late taki…,-1
737550242929737728,"I have nothing but praise for @KLM customer support. Really helpful, understanding, caring people. Massive thanks! You made my day yesterday",Tue May 31 07:44:15 +0000 2016,388877363,noth prais klm custom support realli help understand care peopl massiv thank you made day yesterday,-1
737550251393875968,The upload speeds at the Qantas club are awesome. 200mb You tube vid in less than 2 minutes.... New home for DN?? #digitalvagabonds #qantas,Tue May 31 07:44:17 +0000 2016,83315955,the upload speed qanta club awesom 200mb you tube vid less minut ... new home dn digitalvagabond qanta,1
737550258972954628,EasyJet houdt late passagiers al tegen bij controle #Luchtvaart https://t.co/plQzzA5olq,Tue May 31 07:44:19 +0000 2016,1954313064,easyjet houdt late passagi al tegen bij control luchtvaart,-1
737550266392711169,RT @i0n1c: So i looked up a flight on the website of @SingaporeAir two days ago. Since then i get a daily mail from them urging me to book…,Tue May 31 07:44:21 +0000 2016,47605644,rt i0n1c so look flight websit singaporeair two day ago sinc get daili mail urg book…,-1
737550305722695681,Les chaussures connectées d'EasyJet https://t.co/1LVjuY5uht,Tue May 31 07:44:30 +0000 2016,2825937618,les chaussur connecté d'easyjet,0
737550332297764865,It had been a great #EduTechAU with the @canvaslms team but now it is time to head home (at @Qantas Business Lounge) https://t.co/4S1Z4mOejg,Tue May 31 07:44:36 +0000 2016,9198142,it great edutechau canvaslm team time head home qanta busi loung,1
737550387293519875,@OyvindHaabrekke @Aftenposten ...og det Regjeringen lister opp om Ryanair er ikke bare legitim og ordinær kamp for å maksimere overskudd?,Tue May 31 07:44:50 +0000 2016,517328759,oyvindhaabrekk aftenposten ... og det regjeringen lister opp om ryanair er ikk bare legitim og ordinær kamp maksimer overskudd,-1
737550400102891520,Pros of being short 😭😭 https://t.co/ItbrN7lEVJ,Tue May 31 07:44:53 +0000 2016,152326601,pros short 😭😭,0
737550419589664768,@Korrektheiten Vielleicht wird dann der Hundefrass der AF/KLM endlich mal geniessbar.,Tue May 31 07:44:57 +0000 2016,2948886400,korrektheiten vielleicht wird dann der hundefrass der af/klm endlich mal geniessbar,0
737550427248463872,"RT @finebaum: The flight attendant on @AmericanAir just tapped me on shoulders as boarding door closed, saying: ""Get off the phone with Phy…",Tue May 31 07:44:59 +0000 2016,737545607611437056,rt finebaum the flight attend americanair tap shoulder board door close say `` get phone phy…,-1
737550463084552192,Leegloop subtop KLM zet voort https://t.co/7WGRgfNyyr,Tue May 31 07:45:08 +0000 2016,1281496362,leegloop subtop klm zet voort,0
737550465697611776,"India major market for @EtihadAirways growth. Partnership with @jetairways provides fantastic opportunity: New CEO 
https://t.co/XccwlziPhn",Tue May 31 07:45:08 +0000 2016,206076432,india major market etihadairway growth partnership jetairway provid fantast opportun new ceo,0
737550475801681920,Air France-KLM erwägt Teilverkauf des Catering-Geschäfts an Chinesen https://t.co/uyo8l8yy17,Tue May 31 07:45:11 +0000 2016,2751536594,air france-klm erwägt teilverkauf des catering-geschäft chinesen,-1
737550476133040129,Aerolínea Lufthansa suspenderá operaciones en Venezuelaa partir del 18 de junio https://t.co/hfCJN7nsUi,Tue May 31 07:45:11 +0000 2016,567574145,aerolínea lufthansa suspenderá operacion en venezuelaa partir del 18 de junio,-1
737550477206790144,Aerolínea Lufthansa suspenderá operaciones en Venezuelaa partir del 18 de junio https://t.co/qHInxnAHBW,Tue May 31 07:45:11 +0000 2016,2209338835,aerolínea lufthansa suspenderá operacion en venezuelaa partir del 18 de junio,-1
737550488078422016,EasyJet passengers to be turned away from Gatwick Airport's security barricades if they arrive less than 30... https://t.co/mJgThCIucG,Tue May 31 07:45:14 +0000 2016,71011386,easyjet passeng turn away gatwick airport 's secur barricad arriv less 30 ...,-1
737550498782269440,"Why the delays at London City Airport? No @British_Airways apologies, no lounge. cc @saritakAR #HWpartner2016 https://t.co/N3mrCtYK8x",Tue May 31 07:45:16 +0000 2016,30030145,whi delay london citi airport no british_airway apolog loung cc saritakar hwpartner2016,-1
737550514921996289,"@British_Airways yes, I managed that without any problems 😀",Tue May 31 07:45:20 +0000 2016,383738764,british_airway yes manag without problem,-1
737550583108755460,@Ryanair do u realize how inconvenient 2 q 4 visa stamping the boarding pass for non-eu. We pay the same fare then why this discrimination?,Tue May 31 07:45:36 +0000 2016,140868164,ryanair realiz inconveni visa stamp board pass non-eu we pay fare discrimin,-1
737550615115530240,"I'm at Lufthansa Technik CEB Station in Lapu-Lapu City,, Cebu https://t.co/bjschi3Nan",Tue May 31 07:45:44 +0000 2016,288742996,'m lufthansa technik ceb station lapu-lapu citi cebu,0
737550615753039872,Air France veut créer un leader mondial avec HNA #AirFrance #HNA https://t.co/8VkZXfMmfO https://t.co/Pk1vRKeQtU,Tue May 31 07:45:44 +0000 2016,3429887103,air franc veut créer un leader mondial avec hna airfranc hna,0
737550679435182081,RT @APCUKingdom: [B] @British_Airways has CONFIRMED to APC UK that airline will NOT exit Nigeria. WE HAVE A LONG HISTORY WITH NIGERIA https…,Tue May 31 07:45:59 +0000 2016,1064020783,rt apcukingdom british_airway confirm apc uk airlin not exit nigeria we have long histori with nigeria https…,-1
737550726805606402,"RT @bloxxter: Ich mag solche ausgefeilten Texte ja. Die im Nirgendwo enden.
Habe ich meine Niere verkauft? @easyJet https://t.co/7IwlNoF9t5",Tue May 31 07:46:10 +0000 2016,3161107329,rt bloxxter ich mag solch ausgefeilten text ja die im nirgendwo enden habe ich mein nier verkauft easyjet,-1
737550728596623360,https://t.co/ES9tZSzSUq #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 07:46:11 +0000 2016,3336001360,iheartaward ladygaga triplethreat,0
737550731754897408,https://t.co/Y2yVDq40UE #iHeartAwards #LadyGaga #TripleThreat,Tue May 31 07:46:12 +0000 2016,3336001360,iheartaward ladygaga triplethreat,0
737550792433881088,Settled into the @Qantas Business lounge in #Melbourne for a beer or 3. This is the way to travel #freestuff https://t.co/ALn0ZWmrWn,Tue May 31 07:46:26 +0000 2016,1206801008,settl qanta busi loung melbourn beer this way travel freestuff,-1
737550802248564736,Congratulations To Bolivarian Socialism: Now Even Lufthansa Won't Fly To Venezuela https://t.co/uSTJlrrZ5O #forbes,Tue May 31 07:46:28 +0000 2016,2514914696,congratul to bolivarian social now even lufthansa wo n't fli to venezuela forb,-1
737550811954221058,"RT @NickFerrariLBC: EasyJet wants to charge £80 if we're late. Ok, so long as we can charge them the same when they're 30 minutes late taki…",Tue May 31 07:46:31 +0000 2016,731188189877174272,rt nickferrarilbc easyjet want charg £80 re late ok long charg re 30 minut late taki…,-1
737550861920935937,"@VirginAtlantic baggage services have been useless for 3 days now. We still don't have our bag, they don't even know where it is",Tue May 31 07:46:43 +0000 2016,20196031,virginatlant baggag servic useless day we still n't bag n't even know,-1
737550931500236800,Leegloop subtop KLM zet voort https://t.co/xTLcvZgoXa #Nieuws #Nederland,Tue May 31 07:46:59 +0000 2016,1665457951,leegloop subtop klm zet voort nieuw nederland,0
737550936239800321,"KLM: gtegenbosch Fijn om te horen dat je hebt genoten van je vakantie, Gerben. Hopelijk tot snel weer. ;-)",Tue May 31 07:47:00 +0000 2016,3031204060,klm gtegenbosch fijn om te horen dat je hebt genoten van je vakanti gerben hopelijk tot snel weer,-1
737550938274074628,British_Airways: mrconnorj  That's great Kyle. Where have you been? ^Gill,Tue May 31 07:47:01 +0000 2016,3031204060,british_airway mrconnorj that 's great kyle where ^gill,1
737550938462785537,"KLM: arievanbennekum We gaan ons best doen, Arie. ;-) Zou je ons je boekingscode via Direct Message kunnen sturen?",Tue May 31 07:47:01 +0000 2016,3031204060,klm arievanbennekum we gaan on best doen ari zou je on je boekingscod via direct messag kunnen sturen,0
737550938991271936,Pero #inlove con los anuncios de #AirFrance,Tue May 31 07:47:01 +0000 2016,952635050,pero inlov con los anuncio de airfranc,-1
737550940748681217,KLM: Lexprojex Dat vinden we vervelend om te horen. Het is mogelijk om een klacht in te dienen bij Customer Care via: …,Tue May 31 07:47:01 +0000 2016,3031204060,klm lexprojex dat vinden vervelend om te horen het mogelijk om een klacht te dienen bij custom care via,-1
737550940857737216,"British_Airways: m_slv Hi, we can take a look for you. Please DM your booking ref, full name, email and which seat you'd like and we'll try…",Tue May 31 07:47:01 +0000 2016,3031204060,british_airway m_slv hi take look pleas dm book ref full name email seat 'd like ll try…,0
737550942577385473,KLM: Lexprojex of we kunnen je hierbij assisteren. We horen graag je voorkeur. &lt;,Tue May 31 07:47:02 +0000 2016,3031204060,klm lexprojex kunnen je hierbij assisteren we horen graag je voorkeur lt,-1
737550942791290881,"British_Airways: _ShirleyYang  Hi Shirley, you can request a duplicate receipt using this link. https://t.co/cLYZYemwoP ^Gill",Tue May 31 07:47:02 +0000 2016,3031204060,british_airway _shirleyyang hi shirley request duplic receipt use link ^gill,0
737550944938823680,"British_Airways: RiverPlateSma Hi Nico, we're disappointed to hear this. Can you DM us more information about what happened. ^JB",Tue May 31 07:47:02 +0000 2016,3031204060,british_airway riverplatesma hi nico re disappoint hear can dm us inform happen ^jb,0
737550946901729280,"British_Airways: Michael_Mooney  Sorry for the delay, Michael. There were delays due to high winds, which restricted the flow of aircraft. …",Tue May 31 07:47:03 +0000 2016,3031204060,british_airway michael_mooney sorri delay michael there delay due high wind restrict flow aircraft,-1
737550948973699072,"British_Airways: RamDuvvuri Hi Ram, that's very disappointing to hear. We'll pass your feedback on to the Cabin Crew Manager. ^JB",Tue May 31 07:47:03 +0000 2016,3031204060,british_airway ramduvvuri hi ram 's disappoint hear we ll pass feedback cabin crew manag ^jb,-1
737550974126952449,@manairport @lufthansa nice thanks,Tue May 31 07:47:09 +0000 2016,2623519890,manairport lufthansa nice thank,1
737550997086601218,Las aerolíneas Latam y Lufthansa suspenden indefinidamente vuelos a Venezuela https://t.co/JB1i63x2cz,Tue May 31 07:47:15 +0000 2016,84781408,las aerolínea latam lufthansa suspenden indefinidament vuelo venezuela,0
737551022248185857,@SingaporeAir thx for your follow up just for your reference my last 3 digit KF is 699 and last 3 digit booking code is S3P,Tue May 31 07:47:21 +0000 2016,170153638,singaporeair thx follow refer last digit kf 699 last digit book code s3p,0
737551110290825216,"⭐️ #Bari • La Regione: «Sì ai soldi per Ryanair» 
Sugli incentivi Emiliano fa dietrofront: Ad Aeroporti di P... https://t.co/7jYCcW6Fsu",Tue May 31 07:47:42 +0000 2016,623979387,⭐️ bari la region sì ai soldi per ryanair sug incentivi emiliano fa dietrofront ad aeroporti di ...,-1
737551115584032772,"#Bari La Regione: «Sì ai soldi per Ryanair» 
Sugli incentivi Emiliano fa dietrofront https://t.co/fCdh354uzS",Tue May 31 07:47:43 +0000 2016,164225784,bari la region sì ai soldi per ryanair sug incentivi emiliano fa dietrofront,-1
737551132969426945,"They can go for it, i and many others just won't use their service  https://t.co/hzHy65Cm71",Tue May 31 07:47:47 +0000 2016,1163706278,they go mani other wo n't use servic,-1
737551160999968769,"Later you pipu wee be abusing Arik 😭. In other news, following 💡to #NotFlyArikToAvoidDelays, 103 mins delay so far.. https://t.co/OM0sBANc5I",Tue May 31 07:47:54 +0000 2016,97230332,later pipu wee abus arik in news follow 💡to notflyariktoavoiddelay 103 min delay far..,-1
737551164892315648,I'm shocked to find that I can't catch an earlier @British_Airways flight unless I spend £650 on 2 new tickets from Verona home to Gatwick.,Tue May 31 07:47:55 +0000 2016,4140345377,'m shock find ca n't catch earlier british_airway flight unless spend £650 new ticket verona home gatwick,-1
737551165294968832,"RT @jatirado: Sin vuelos, medicinas y alimentos, en Venezuela: Un día después de que la aerolínea alemana Lufthansa anuncia... https://t.co…",Tue May 31 07:47:55 +0000 2016,71360816,rt jatirado sin vuelo medicina alimento en venezuela un día despué de que la aerolínea alemana lufthansa anuncia ...,-1
737551186933354501,RT @KLM: Find out why KLM is bidding farewell to this aviation legend. #KLMblog https://t.co/0h9Zo4iRCT https://t.co/PFlZXjIDCy,Tue May 31 07:48:00 +0000 2016,2343713532,rt klm find klm bid farewel aviat legend klmblog,0
737551204905975808,#Mundo Lufthansa ya no vuela más a Venezuela ¿Por qué? https://t.co/wgXgmqfZbJ https://t.co/eJG5I2xYk7,Tue May 31 07:48:04 +0000 2016,4198346793,mundo lufthansa ya vuela más venezuela ¿por qué,0
